ID,generated_optimized_desc,generated_optimized_desc,fascia,corgeous,need change?
7523,Join Jill in this class where you'll use a chair to offload stress and ramp up your strength in simple and challenging ways.,Join Jill in this class where you'll use a chair to offload stress and ramp up your strength in simple and challenging ways.,FALSE,FALSE,FALSE
1072889,Smooth out the tension in your forehead and relax with Jill's therapy ball technique in this calming facial release exercise.,Smooth out the tension in your forehead and relax with Jill's therapy ball technique in this calming facial release exercise.,FALSE,FALSE,FALSE
14535,Embark on a whole body movement-based stretch class with Jill MIller to prepare your body for the day ahead through dynamic stretching.,Embark on a whole body movement-based stretch class with Jill MIller to prepare your body for the day ahead through dynamic stretching.,FALSE,FALSE,FALSE
1073818,Revive your breath by enlivening your inhale through the forceful effort of your deep respiratory core during exhalation.,Revive your breath by enlivening your inhale through the forceful effort of your deep respiratory core during exhalation.,FALSE,FALSE,FALSE
1039614,"In this class, Jill combines rollouts and neck strengthening exercises to help you keep your neck feeling its best.","In this class, Jill combines rollouts and neck strengthening exercises to help you keep your neck feeling its best.",FALSE,FALSE,FALSE
7728,"Unwind tension and stress with mindful movement, breathing, and rest in this meditative practice led by Jill.","Unwind tension and stress with mindful movement, breathing, and rest in this meditative practice led by Jill.",FALSE,FALSE,FALSE
1062221,Engage in vocal exercises that stimulate the vagus nerve for enhanced harmony and balance led by Jill.,Engage in vocal exercises that stimulate the vagus nerve for enhanced harmony and balance led by Jill.,FALSE,FALSE,FALSE
1073648,Practice breathing techniques to enhance movement efficiency and rib position coordination in this video led by Jill from the Body by Breath series.,Practice breathing techniques to enhance movement efficiency and rib position coordination in this video led by Jill from the Body by Breath series.,FALSE,FALSE,FALSE
746928,Learn how Roll Model Balls and Body by Breath practices can help you tackle Long Covid challenges in this clinical case led by Jill.,Learn how Roll Model Balls and Body by Breath practices can help you tackle Long Covid challenges in this clinical case led by Jill.,FALSE,FALSE,FALSE
7736,"Join Jill for an energizing and dynamic sequence focusing on traction and strengthening of the lumbar spine muscles, ending with a therapeutic low back massage for improved fluid motion.","Join Jill for an energizing and dynamic sequence focusing on traction and strengthening of the lumbar spine muscles, ending with a therapeutic low back massage for improved fluid motion.",FALSE,FALSE,FALSE
1074123,"Calm your nerves with a Coregeous Ball rollout that targets the front of the throat to soothe your neck, tone, and spirits with Jill.","Calm your nerves with a Cour-gous Ball rollout that targets the front of the throat to soothe your neck, tone, and spirits with Jill.",FALSE,TRUE,TRUE
1067909,"Suspend your lumbar spine for a gentle release, spinal decompression, and enhanced breath access in this innovative Coregeous hammock session with Jill.","Suspend your lumbar spine for a gentle release, spinal decompression, and enhanced breath access in this innovative Cour-gous hammock session with Jill.",FALSE,TRUE,TRUE
1073636,Lay down with Jill to explore your diaphragm's landscape using the Coregeous Ball to enhance breath awareness.,Lay down with Jill to explore your diaphragm's landscape using the Cour-gous Ball to enhance breath awareness.,FALSE,TRUE,TRUE
1081214,"Learn basic, safe abdominal massage techniques and strengthening exercises in this class led by Jill - <em><strong>DO NOT EAT 1.5 HOURS BEFORE THIS CLASS</strong></em>.","Learn basic, safe abdominal massage techniques and strengthening exercises in this class led by Jill - <em><strong>DO NOT EAT 1.5 HOURS BEFORE THIS CLASS</strong></em>.",FALSE,FALSE,FALSE
7638,Target specific shoulder and rotator cuff muscles with this Yoga Tune Up® therapy ball self-massage session led by Jill Miller.,Target specific shoulder and rotator cuff muscles with this Yoga Tune Up® therapy ball self-massage session led by Jill Miller.,FALSE,FALSE,FALSE
7540,Discover different meditation styles and find your meditation personality with Jill's diverse meditation buffet in this class.,Discover different meditation styles and find your meditation personality with Jill's diverse meditation buffet in this class.,FALSE,FALSE,FALSE
14799,"In this session, Jill demonstrates self-massage techniques to enhance intra-tissue mobility, range of motion, breathing, and overall relaxation response for optimal healing and well-being.","In this session, Jill demonstrates self-massage techniques to enhance intra-tissue mobility, range of motion, breathing, and overall relaxation response for optimal healing and well-being.",FALSE,FALSE,FALSE
1069640,"Reduce neck and jaw pain by targeting the fascia below your collarbone in this segment with Jill, offering relief that ripples through your chest, arms, and brachial plexus.","Reduce neck and jaw pain by targeting the fasha below your collarbone in this segment with Jill, offering relief that ripples through your chest, arms, and brachial plexus.",TRUE,FALSE,TRUE
7488,"Join Jill in this class weaving together gentle breathing techniques, self-massage, and accessible movement to boost lung recovery and enable deep rest post-infection.","Join Jill in this class weaving together gentle breathing techniques, self-massage, and accessible movement to boost lung recovery and enable deep rest post-infection.",FALSE,FALSE,FALSE
7709,Experience a Therapy Ball massage sequence on the floor to target tired muscles in your lower back for soothing relief.,Experience a Therapy Ball massage sequence on the floor to target tired muscles in your lower back for soothing relief.,FALSE,FALSE,FALSE
7471,"Engage in release work with Jill as you navigate gravity's forces through push, pull, slide, and roll movements in this invigorating class.","Engage in release work with Jill as you navigate gravity's forces through push, pull, slide, and roll movements in this invigorating class.",FALSE,FALSE,FALSE
7683,Join Jill Miller and Kelly Starrett as they guide you through a comprehensive exploration of the soft tissues between your pelvis and ribs in this immersive lower torso treatment.,Join Jill Miller and Kelly Starrett as they guide you through a comprehensive exploration of the soft tissues between your pelvis and ribs in this immersive lower torso treatment.,FALSE,FALSE,FALSE
1073828,Improve your breath control and decompress your spine with a satisfying diaphragm stretch guided by Jill.,Improve your breath control and decompress your spine with a satisfying diaphragm stretch guided by Jill.,FALSE,FALSE,FALSE
1069927,"In this segment from the Body by Breath book, Jill guides you through two variations of lateral crunches to enhance your deep tubular core activation and breathing dynamics.","In this segment from the Body by Breath book, Jill guides you through two variations of lateral crunches to enhance your deep tubular core activation and breathing dynamics.",FALSE,FALSE,FALSE
7717,"Target your whole body and restore ease with this sequence by Jill Miller to regain fluidity in your hips, shoulders, and back post-swim.","Target your whole body and restore ease with this sequence by Jill Miller to regain fluidity in your hips, shoulders, and back post-swim.",FALSE,FALSE,FALSE
1055931,"Rolling can improve the ability of your hamstrings to lengthen, strengthen, and find a resting tone that isn't aggravating your senses in this class by Jill.","Rolling can improve the ability of your hamstrings to lengthen, strengthen, and find a resting tone that isn't aggravating your senses in this class by Jill.",FALSE,FALSE,FALSE
1039591,"Join Jill for a session guiding you through interoception to prepare for a complete nervous system reset, making it an ideal prelude to sleep or post-activity recovery.","Join Jill for a session guiding you through interoception to prepare for a complete nervous system reset, making it an ideal prelude to sleep or post-activity recovery.",FALSE,FALSE,FALSE
7499,Join Jill in this Yoga Nidra session that systematically guides you to remove tension from every fiber of your being for sustained conscious relaxation.,Join Jill in this Yoga Nidra session that systematically guides you to remove tension from every fiber of your being for sustained conscious relaxation.,FALSE,FALSE,FALSE
1072891,Reduce jaw clenching and uncomfortable chewing with a facial self-massage that targets the soft tissue surrounding the jaw joint in this video led by Jill.,Reduce jaw clenching and uncomfortable chewing with a facial self-massage that targets the soft tissue surrounding the jaw joint in this video led by Jill.,FALSE,FALSE,FALSE
1089549,"Explore how to improve your shoulder range of motion and strength with this class focusing on rolling, joint mobility, and stability for your triceps.","Explore how to improve your shoulder range of motion and strength with this class focusing on rolling, joint mobility, and stability for your triceps.",FALSE,FALSE,FALSE
7733,Relax and restore with Jill Miller as she guides you through gentle stretches and a deep low back massage to reset and lengthen your spine for a rejuvenating break.,Relax and restore with Jill Miller as she guides you through gentle stretches and a deep low back massage to reset and lengthen your spine for a rejuvenating break.,FALSE,FALSE,FALSE
1072883,"Jill guides you through an active savasana focusing on spinal decompression, abdominal strength, and lateral breathing for a refreshing body-mind session.","Jill guides you through an active savasana focusing on spinal decompression, abdominal strength, and lateral breathing for a refreshing body-mind session.",FALSE,FALSE,FALSE
1078665,"In this session, Jill guides you through a gentle rollout for tender shoulders to help alleviate discomfort and increase mobility options.","In this session, Jill guides you through a gentle rollout for tender shoulders to help alleviate discomfort and increase mobility options.",FALSE,FALSE,FALSE
1073399,Train your body's strength with Jill as she guides you through a blanket practice to build resilience and empower your upper body.,Train your body's strength with Jill as she guides you through a blanket practice to build resilience and empower your upper body.,FALSE,FALSE,FALSE
9436,"Get some much-needed ROLLief with this shoulder-focused class by Jill, perfect for easing tension from everyday activities.","Get some much-needed ROLLief with this shoulder-focused class by Jill, perfect for easing tension from everyday activities.",FALSE,FALSE,FALSE
1073642,"In this video, Jill guides you through a sequence to promote relaxation in your belly and support digestion using a Coregeous Ball for gentle self-massage.","In this video, Jill guides you through a sequence to promote relaxation in your belly and support digestion using a Cour-gous Ball for gentle self-massage.",FALSE,TRUE,TRUE
7526,"Improve hip flexibility and relaxation with Jill's Leg Stretch Series, a foundational regimen that enhances mobility and body awareness.","Improve hip flexibility and relaxation with Jill's Leg Stretch Series, a foundational regimen that enhances mobility and body awareness.",FALSE,FALSE,FALSE
14552,"Join Jill in this class for an easy access pelvic floor self-myofascial release that integrates functional exercises targeting the hips, low back, abdominal layers, and breath work.","Join Jill in this class for an easy access pelvic floor self-myofascial release that integrates functional exercises targeting the hips, low back, abdominal layers, and breath work.",TRUE,FALSE,TRUE
1063296,"Expand your capacity with this breath flow focused on forceful emptying to easily replenish, led by Jill.","Expand your capacity with this breath flow focused on forceful emptying to easily replenish, led by Jill.",FALSE,FALSE,FALSE
7516,Learn self-massage and strengthening exercises as daily tech hygiene to combat the effects of excessive screen time on your body.,Learn self-massage and strengthening exercises as daily tech hygiene to combat the effects of excessive screen time on your body.,FALSE,FALSE,FALSE
7772,"Join Jill as she discusses the science of pain, explores the 5 P's of the Parasympathetic/Sympathetic Nervous System, and creates a sequence for Upper Crossed Syndrome.","Join Jill as she discusses the science of pain, explores the 5 P's of the Parasympathetic/Sympathetic Nervous System, and creates a sequence for Upper Crossed Syndrome.",FALSE,FALSE,FALSE
7660,"Join Jill Miller in ""PreHab KneeHab,"" a self massage program designed to support healthy knee function for your active lifestyle.","Join Jill Miller in ""PreHab KneeHab,"" a self massage program designed to support healthy knee function for your active lifestyle.",FALSE,FALSE,FALSE
1039600,Jill guides you through the hip/core components of Twisted Triangle Pose to unite your lower and upper body in a harmonious twist.,Jill guides you through the hip/core components of Twisted Triangle Pose to unite your lower and upper body in a harmonious twist.,FALSE,FALSE,FALSE
7473,"In this class, Jill focuses on the relationship between your pelvis, ribcage, and head, teaching you self-assessment techniques and movements to stabilize and mobilize them for future classes.","In this class, Jill focuses on the relationship between your pelvis, ribcage, and head, teaching you self-assessment techniques and movements to stabilize and mobilize them for future classes.",FALSE,FALSE,FALSE
746723,Learn the basics of fascia to make informed decisions about your body's fascial system in this informative class with Jill.,Learn the basics of fascia to make informed decisions about your body's fascial system in this informative class with Jill.,TRUE,FALSE,TRUE
14806,"Join Jill in this class combining self-myofascial release, breath, and position for headache relief.","Join Jill in this class combining self-myofascial release, breath, and position for headache relief.",TRUE,FALSE,TRUE
7479,Explore how to maximize your push power by identifying the fascial pre-stretch of your pecs in this class led by Jill.,Explore how to maximize your push power by identifying the fascial pre-stretch of your pecs in this class led by Jill.,TRUE,FALSE,TRUE
1074120,Experience a transformative skull massage with Jill to release tension and shift your mental state through fluid movement of fascias and fluids.,Experience a transformative skull massage with Jill to release tension and shift your mental state through fluid movement of fashas and fluids.,TRUE,FALSE,TRUE
7587,Embrace your inner squirrel and learn to harness its creative energy in this class with Jill that will inspire movement and self-expression.,Embrace your inner squirrel and learn to harness its creative energy in this class with Jill that will inspire movement and self-expression.,FALSE,FALSE,FALSE
7774,Join Jill in this interactive call where she answers questions from participants and demonstrates her unique style of downregulating functional practice.,Join Jill in this interactive call where she answers questions from participants and demonstrates her unique style of downregulating functional practice.,FALSE,FALSE,FALSE
1069942,Jill guides you through core work in this video to boost your strength and focus while integrating shoulder mobility into your breath.,Jill guides you through core work in this video to boost your strength and focus while integrating shoulder mobility into your breath.,FALSE,FALSE,FALSE
7697,"Discover the empowering practice of Nauli kriya with Jill Miller, a dynamic abdominal exercise that enhances muscle control and supports essential functions like carrying your baby and maintaining spine health.","Discover the empowering practice of Nauli kriya with Jill Miller, a dynamic abdominal exercise that enhances muscle control and supports essential functions like carrying your baby and maintaining spine health.",FALSE,FALSE,FALSE
7687,"Experience a spine-mobilizing leg stretch led by Jill Miller to enhance circulation, ease movement, and induce relaxation throughout your body.","Experience a spine-mobilizing leg stretch led by Jill Miller to enhance circulation, ease movement, and induce relaxation throughout your body.",FALSE,FALSE,FALSE
1097789,Learn how to harness the power of gravity using the Arm Bar movement to address Tech Neck and Shoulder discomfort in this class with Jill.,Learn how to harness the power of gravity using the Arm Bar movement to address Tech Neck and Shoulder discomfort in this class with Jill.,FALSE,FALSE,FALSE
7474,Discover new variation options and succeed in the strange and wonderful Eagle pose with Jill leading the way.,Discover new variation options and succeed in the strange and wonderful Eagle pose with Jill leading the way.,FALSE,FALSE,FALSE
7703,"Reset your muscular tone in the low back with this rolling sequence using the Coregeous ball for stretch, traction, and breath work with Jill Miller.","Reset your muscular tone in the low back with this rolling sequence using the Cour-gous ball for stretch, traction, and breath work with Jill Miller.",FALSE,TRUE,TRUE
1074471,Unlock the power of alignment effortlessly by using the sensation of efficient breath as your inner guide in this video led by Jill.,Unlock the power of alignment effortlessly by using the sensation of efficient breath as your inner guide in this video led by Jill.,FALSE,FALSE,FALSE
1073820,Discover how to improve aerobic capacity and strengthen your breath by narrowing inhalation through a straw in this Inspiratory Warm Up with Straw led by Jill.,Discover how to improve aerobic capacity and strengthen your breath by narrowing inhalation through a straw in this Inspiratory Warm Up with Straw led by Jill.,FALSE,FALSE,FALSE
7514,"In this class, Jill addresses the myofascial connections of the neck to the face, head, and muscles of sight to help build neck resilience and relieve pain related to eye strain and desk sitting.","In this class, Jill addresses the myofascial connections of the neck to the face, head, and muscles of sight to help build neck resilience and relieve pain related to eye strain and desk sitting.",TRUE,FALSE,TRUE
14811,"In this active recovery/precovery class, Jill guides you through restoring suppleness to the muscles involved in common strength-training exercises like pull-ups and deadlifts.","In this active recovery/precovery class, Jill guides you through restoring suppleness to the muscles involved in common strength-training exercises like pull-ups and deadlifts.",FALSE,FALSE,FALSE
7730,"Discover the natural and unconscious asymmetries in your pelvis as Jill Miller guides you through movements to enhance the quality of your adductors, psoas, and hamstrings.","Discover the natural and unconscious asymmetries in your pelvis as Jill Miller guides you through movements to enhance the quality of your adductors, psoas, and hamstrings.",FALSE,FALSE,FALSE
1039578,Stimulate the tissues to optimize your muscles and nerves with Jill's class on hip flexor release and flexibility.,Stimulate the tissues to optimize your muscles and nerves with Jill's class on hip flexor release and flexibility.,FALSE,FALSE,FALSE
1057616,"Explore how our body's subtle sensing processes, known as interoception, guide our perception of emotions and physiological cues in this reflective class with Jill.","Explore how our body's subtle sensing processes, known as interoception, guide our perception of emotions and physiological cues in this reflective class with Jill.",FALSE,FALSE,FALSE
7520,"Immerse yourself in a unique class with Jill where blocks are seen as building blocks and not barriers, challenging your body to find stability and strength.","Immerse yourself in a unique class with Jill where blocks are seen as building blocks and not barriers, challenging your body to find stability and strength.",FALSE,FALSE,FALSE
1036100,"Join Jill on an embodied anatomy rollout focusing on the rotator cuff muscles and deeper layers of the shoulder girdle, with bonus rollouts for a therapeutic experience.","Join Jill on an embodied anatomy rollout focusing on the rotator cuff muscles and deeper layers of the shoulder girdle, with bonus rollouts for a therapeutic experience.",FALSE,FALSE,FALSE
7744,"Discover safe and effective ways to release tension in your face, jaw, and neck through this seated sequence with Jill Miller using Yoga Tune Up® therapy balls.","Discover safe and effective ways to release tension in your face, jaw, and neck through this seated sequence with Jill Miller using Yoga Tune Up® therapy balls.",FALSE,FALSE,FALSE
747305,"Uncover the power of your respiratory muscles in this core class with Jill, designed to strengthen, tone, and coordinate your core from the inside out.","Uncover the power of your respiratory muscles in this core class with Jill, designed to strengthen, tone, and coordinate your core from the inside out.",FALSE,FALSE,FALSE
1091571,"In this class with Jill, you'll learn how to combine gentle rollouts and self-mobilizations to address stiffness in the sacroiliac joints.","In this class with Jill, you'll learn how to combine gentle rollouts and self-mobilizations to address stiffness in the sacroiliac joints.",FALSE,FALSE,FALSE
1101706,"Learn special moves for the diaphragm, including unique breath holds and the enigmatic Diaphragm Vacuum, to connect with this essential muscle in various positions.","Learn special moves for the diaphragm, including unique breath holds and the enigmatic Diaphragm Vacuum, to connect with this essential muscle in various positions.",FALSE,FALSE,FALSE
7542,"Join Jill for a 30-minute class that guides you through a ROLLief-filled tour of your body, perfect for workout prep, recovery, or creating a sanctuary within.","Join Jill for a 30-minute class that guides you through a ROLLief-filled tour of your body, perfect for workout prep, recovery, or creating a sanctuary within.",FALSE,FALSE,FALSE
7647,"Engage your lower body with Jill's sequence that challenges hips, knees, and ankles while enhancing stability and flexibility throughout your legs.","Engage your lower body with Jill's sequence that challenges hips, knees, and ankles while enhancing stability and flexibility throughout your legs.",FALSE,FALSE,FALSE
1074125,Awaken your primal energy through playful pandiculations with Jill as you roll like an animal against a blanket in this satisfying exercise.,Awaken your primal energy through playful pandiculations with Jill as you roll like an animal against a blanket in this satisfying exercise.,FALSE,FALSE,FALSE
7515,Discover how to access and de-couple tensions in your three Zones of Respiration with Jill in this class.,Discover how to access and de-couple tensions in your three Zones of Respiration with Jill in this class.,FALSE,FALSE,FALSE
7743,"Improve hip mobility with this sequence to strengthen your hips and lower back, perfect for post-workout or after a long day of sitting.","Improve hip mobility with this sequence to strengthen your hips and lower back, perfect for post-workout or after a long day of sitting.",FALSE,FALSE,FALSE
7659,"In this series, Jill Miller and Kelly Starrett guide you through self-massage treatment strategies for pain-free movement and sustainable performance.","In this series, Jill Miller and Kelly Starrett guide you through self-massage treatment strategies for pain-free movement and sustainable performance.",FALSE,FALSE,FALSE
7507,"In this workshop, Jill equips you with tools to address shoulder pain, limited range, or strength issues for enhanced shoulder satisfaction and function.","In this workshop, Jill equips you with tools to address shoulder pain, limited range, or strength issues for enhanced shoulder satisfaction and function.",FALSE,FALSE,FALSE
1073812,Explore how to enhance your breath capacity with Jill as you delve into the end range of your inhalation.,Explore how to enhance your breath capacity with Jill as you delve into the end range of your inhalation.,FALSE,FALSE,FALSE
1039608,Join Jill in addressing ankle sprains and improving mobility and stability in this practice suitable for recent injuries or decades-old ankle issues.,Join Jill in addressing ankle sprains and improving mobility and stability in this practice suitable for recent injuries or decades-old ankle issues.,FALSE,FALSE,FALSE
1074473,Practice creating conscious stress through the breath to build resilience and prepare yourself for future challenges in this Autonomic Arousal Breath video led by Jill.,Practice creating conscious stress through the breath to build resilience and prepare yourself for future challenges in this Autonomic Arousal Breath video led by Jill.,FALSE,FALSE,FALSE
1058270,Improve your shoulder mechanics and posture while strengthening your upper back in this lesson led by Jill.,Improve your shoulder mechanics and posture while strengthening your upper back in this lesson led by Jill.,FALSE,FALSE,FALSE
1091281,"Join Jill in this class to discover methods to enhance the functionality and stability of your iliacus muscle through rolling, lengthening, and strengthening techniques.","Join Jill in this class to discover methods to enhance the functionality and stability of your iliacus muscle through rolling, lengthening, and strengthening techniques.",FALSE,FALSE,FALSE
14781,"Discover how to unburden your neck, upper back, and arms in these self-massage practices, perfect for desk workers or phone users.","Discover how to unburden your neck, upper back, and arms in these self-massage practices, perfect for desk workers or phone users.",FALSE,FALSE,FALSE
1072596,Learn to layer fun lower body movement into your Coreso Leg Lifts with Jill to progress your core activation skills.,Learn to layer fun lower body movement into your Coreso Leg Lifts with Jill to progress your core activation skills.,FALSE,FALSE,FALSE
1074132,Energize your diaphragm with Jill as you engage in Agni Sara to prepare your respiratory core for improved breath control and focused movement.,Energize your diaphragm with Jill as you engage in Agni Sara to prepare your respiratory core for improved breath control and focused movement.,FALSE,FALSE,FALSE
7506,"Discover the secrets behind the Diaphragm Vacuum movement as Jill explains the anatomy, biomechanics, and benefits of this core exercise.","Discover the secrets behind the Diaphragm Vacuum movement as Jill explains the anatomy, biomechanics, and benefits of this core exercise.",FALSE,FALSE,FALSE
1072880,Rock your way to a more comfortable shape as Jill guides you through fascial body movements to relax your mind and core tissues.,Rock your way to a more comfortable shape as Jill guides you through fascial body movements to relax your mind and core tissues.,TRUE,FALSE,TRUE
7718,"In this foot mobilization sequence, Jill Miller targets the fascia and muscles surrounding the feet and ankles through deep stretches and massage to restore joint mobility.","In this foot mobilization sequence, Jill Miller targets the fasha and muscles surrounding the feet and ankles through deep stretches and massage to restore joint mobility.",TRUE,FALSE,TRUE
1072886,"In this video, Jill guides you through floor-supported core work to tone the obliques, QL, psoas, and deep core while enhancing lateral breath and side body strength.","In this video, Jill guides you through floor-supported core work to tone the obliques, QL, psoas, and deep core while enhancing lateral breath and side body strength.",FALSE,FALSE,FALSE
7476,"Roll into action with Jill as she guides you through slothful movements in this class, preparing your cobra body for dynamic strength and full range of motion.","Roll into action with Jill as she guides you through slothful movements in this class, preparing your cobra body for dynamic strength and full range of motion.",FALSE,FALSE,FALSE
1073402,"Improve your mindset and energy levels by engaging in a rapid breath sequence that revitalizes your body, mind, and spirit.","Improve your mindset and energy levels by engaging in a rapid breath sequence that revitalizes your body, mind, and spirit.",FALSE,FALSE,FALSE
1073814,"In this segment from the Body by Breath book, Jill guides you through an exercise that syncs your breath with the rhythm of your heartbeat for a harmonizing effect.","In this segment from the Body by Breath book, Jill guides you through an exercise that syncs your breath with the rhythm of your heartbeat for a harmonizing effect.",FALSE,FALSE,FALSE
107149,"Join Jill in this class providing anatomical education, rolling application, and strengthening strategies to address low back pain effectively.","Join Jill in this class providing anatomical education, rolling application, and strengthening strategies to address low back pain effectively.",FALSE,FALSE,FALSE
747558,"Join Jill in this 30-minute session where you'll use breathwork, movement, self-massage, and motion-based meditation to ground yourself and tap into your relaxation response.","Join Jill in this 30-minute session where you'll use breathwork, movement, self-massage, and motion-based meditation to ground yourself and tap into your relaxation response.",FALSE,FALSE,FALSE
1055943,Join Jill as she details the anatomy of the tibialis posterior muscle to help high arches become more dynamic and elastic.,Join Jill as she details the anatomy of the tibialis posterior muscle to help high arches become more dynamic and elastic.,FALSE,FALSE,FALSE
7698,"Join Jill Miller for Roll Model Mama, a video series guiding you through self massage routines using Yoga Tune Up® therapy balls to address aches, pains, and body discomfort during any stage of pregnancy.","Join Jill Miller for Roll Model Mama, a video series guiding you through self massage routines using Yoga Tune Up® therapy balls to address aches, pains, and body discomfort during any stage of pregnancy.",FALSE,FALSE,FALSE
1039588,Join Jill in this class as she focuses on a rollout for the bouquet of shoulder muscles to refine movement and health of your shoulder blade.,Join Jill in this class as she focuses on a rollout for the bouquet of shoulder muscles to refine movement and health of your shoulder blade.,FALSE,FALSE,FALSE
1081220,"Discover a class led by Jill that breaks down techniques to address tension in the upper back through education, gentle movement, self-massage, and micro-strength building for back reset.","Discover a class led by Jill that breaks down techniques to address tension in the upper back through education, gentle movement, self-massage, and micro-strength building for back reset.",FALSE,FALSE,FALSE
1058373,"In this class, Jill helps you integrate core and shoulder girdle power to enhance your push resilience.","In this class, Jill helps you integrate core and shoulder girdle power to enhance your push resilience.",FALSE,FALSE,FALSE
1087810,Stretch your hips with Jill's closed chain leg stretch arrangement in this ultimate class experience.,Stretch your hips with Jill's closed chain leg stretch arrangement in this ultimate class experience.,FALSE,FALSE,FALSE
7577,Join Jill as she guides you through the practice of abdominal massage and listening to (and trusting) your guts to recruit your inner physiological listening ability known as interoception.,Join Jill as she guides you through the practice of abdominal massage and listening to (and trusting) your guts to recruit your inner physiological listening ability known as interoception.,FALSE,FALSE,FALSE
1055976,Start your day right with Jill's compressed routine that will wake up your major joints and get you ready to take on the day ahead.,Start your day right with Jill's compressed routine that will wake up your major joints and get you ready to take on the day ahead.,FALSE,FALSE,FALSE
1069650,Rollout with Jill as she guides you through destressing the fascia that weaves across the ribcage by cleaning out the gutters between the ribs.,Rollout with Jill as she guides you through destressing the fascia that weaves across the ribcage by cleaning out the gutters between the ribs.,TRUE,FALSE,TRUE
